Entity,Year,Birth rate - Sex: all - Age: all - Variant: estimates,Death rate - Sex: all - Age: all - Variant: estimates,Population - Sex: all - Age: all - Variant: estimates,GDP per capita,"Age-standardized death rate from self-inflicted injuries per 100,000 population - Sex: Both sexes - Age group: all ages",Share of population living in urban areas,Projected share of population living in urban areas,Total number of international immigrants,Gender Inequality Index,Fertility rate - Sex: all - Age: all - Variant: estimates,Total days of leave available for the father,Population - Sex: all - Age: all - Variant: estimates_population-with-un-projections.csv,Population - Sex: all - Age: all - Variant: medium,"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)","GDP per capita, PPP (constant 2017 international $)",Public spending on education as a share of GDP,Minutes spent on leisure - women (OECD Gender data (2020)),Minutes spent on leisure - men (OECD Gender data (2020)),Population (historical),World regions according to OWID,"Physicians (per 1,000 people)",Total days of leave available for the mother,Average annual working hours per worker,Gender wage gap (OECD 2017),Gender Development Index,Human Development Index
Denmark,1996,12.833,11.582,5263072.0,34325.44,13.63372,,,,0.087,1.751,84.0,5263072.0,,58.758,44013.387,7.88494,,,5263072.0,,2.703,196.0,1412.2479,,0.978,0.864
Denmark,1997,12.747,11.32,5285041.0,35499.062,12.453143,,,,0.089,1.749,84.0,5285041.0,,59.024,45260.137,,,,5285041.0,,2.78,196.0,1428.3137,,0.98,0.871
Denmark,1998,12.446,11.023,5304264.0,36361.23,11.693582,,,,0.079,1.723,84.0,5304264.0,,59.513,46096.37,8.10675,,,5304264.0,,2.858,196.0,1441.1987,,0.984,0.878
Denmark,1999,12.411,11.11,5321814.0,37523.426,11.882268,,,,0.077,1.734,84.0,5321814.0,,60.038,47298.54,7.93116,,,5321814.0,,2.884,196.0,1456.3748,,0.985,0.888
Denmark,2000,12.496,10.846,5339660.0,39021.176,10.960497,61.77752,,371026.0,0.075,1.765,84.0,5339660.0,,60.222,48907.01,8.08434,,,5339660.0,,2.912,196.0,1466.0171,,0.986,0.89
Denmark,2001,12.173,10.887,5358825.0,39425.863,10.745446,,,,0.071,1.742,84.0,5358825.0,,59.659,49133.223,8.21545,,,5358825.0,,2.932,196.0,1468.9253,,0.985,0.897
Denmark,2002,11.921,10.889,5375966.0,39709.37,10.184294,,,,0.062,1.726,84.0,5375966.0,,60.235,49204.9,8.21303,,,5375966.0,,3.035,196.0,1462.6897,10.8,0.987,0.896
Denmark,2003,11.961,10.677,5390622.0,39983.145,9.329547,,,,0.057,1.756,238.0,5390622.0,,59.724,49262.645,8.12193,,,5390622.0,,3.078,350.0,1457.644,9.9,0.989,0.901
Denmark,2004,11.918,10.319,5404594.0,41178.562,10.061657,,,,0.055,1.779,238.0,5404594.0,,60.383,50446.543,8.20763,,,5404594.0,,3.22,350.0,1458.1553,10.2,0.991,0.906
Denmark,2005,11.826,10.124,5419551.0,42264.63,8.973104,62.33528,,440383.0,0.055,1.798,238.0,5419551.0,,60.391,51483.273,8.08557,,,5419551.0,,3.324,350.0,1451.4474,10.2,0.989,0.911
Denmark,2006,11.882,10.205,5437421.0,44025.484,9.310122,,,,0.056,1.841,238.0,5437421.0,,60.93,53322.29,7.72991,,,5437421.0,,3.411,350.0,1455.6711,10.2,0.989,0.911
Denmark,2007,11.672,10.171,5461604.0,44481.47,8.401507,,,,0.054,1.842,238.0,5461604.0,,60.654,53569.027,7.6156,,,5461604.0,,3.447,350.0,1432.9716,9.9,0.988,0.912
Denmark,2008,11.729,9.948,5493766.0,44246.4,8.742229,,,,0.056,1.88,238.0,5493766.0,,59.903,52982.53,7.47605,,,5493766.0,,3.573,350.0,1429.9916,10.2,0.989,0.915
Denmark,2009,11.336,9.94,5523168.0,42090.17,8.692344,,,,0.051,1.84,238.0,5523168.0,,59.644,50114.05,8.44888,,,5523168.0,,3.648,350.0,1417.2021,10.2,0.992,0.909
Denmark,2010,11.313,9.766,5547866.0,42932.4,7.857078,63.16048,,500772.0,0.049,1.858,238.0,5547866.0,,58.85,50825.414,8.55955,,,5547866.0,,3.724,350.0,1422.235,8.9,0.99,0.913
Denmark,2011,10.578,9.437,5570846.0,43575.0,8.372951,,,,0.044,1.754,238.0,5570846.0,,58.589,51293.207,8.48486,,,5570846.0,,3.785,350.0,1436.7894,7.9,0.981,0.927
Denmark,2012,10.299,9.332,5591912.0,43509.613,9.215573,,,,0.042,1.723,238.0,5591912.0,,58.148,51216.31,7.23782,,,5591912.0,,3.831,350.0,1423.2501,7.0,0.979,0.931
Denmark,2013,9.923,9.355,5615334.0,43743.61,8.374652,,,,0.039,1.67,238.0,5615334.0,,57.596,51479.266,8.49443,,,5615334.0,,3.842,350.0,1425.8413,6.8,0.981,0.933
Denmark,2014,10.023,9.113,5643793.0,44215.633,8.690967,,,,0.035,1.688,238.0,5643793.0,,57.019,52048.336,7.63485,,,5643793.0,,3.872,350.0,1414.1547,6.3,0.973,0.932
Denmark,2015,10.171,9.264,5683698.0,44940.887,7.592195,64.22437,,595876.0,0.035,1.712,238.0,5683698.0,,56.737,52892.645,7.0104146,,,5683698.0,,3.934,350.0,1412.2715,5.8,0.979,0.936
Denmark,2016,10.636,9.211,5728198.0,46018.984,7.8519773,,,,0.034,1.775,238.0,5728198.0,,57.563,54185.008,7.69106,,,5728198.0,,4.013,350.0,1408.9635,,0.979,0.943
Denmark,2017,10.59,9.232,5765168.0,47022.01,7.645037,,,,0.027,1.749,238.0,5765168.0,,57.616,55356.68,7.11586,,,5765168.0,,4.129,350.0,1400.3815,,0.981,0.944
Denmark,2018,10.561,9.523,5793825.0,47717.457,7.574025,,,,0.022,1.726,238.0,5793825.0,,57.567,56178.773,7.29691,,,5793825.0,,4.215,350.0,,,0.981,0.942
Denmark,2019,10.502,9.27,5814619.0,48238.656,7.6427174,,,,0.016,1.698,238.0,5814619.0,,57.987,56813.965,7.25505,,,5814619.0,,4.264,350.0,,,0.981,0.946
Denmark,2020,10.459,9.377,5831530.0,47171.086,7.758476,64.86382,64.86382,717574.0,0.013,1.678,238.0,5831530.0,,57.75,55275.062,7.38354,320.0,340.0,5831530.0,,,350.0,,,0.981,0.946
Denmark,2021,10.838,9.739,5856773.0,49258.75,6.6703506,,,,0.013,1.73,238.0,5856773.0,,58.071,58802.96,6.99993,,,5856773.0,,,350.0,,,0.98,0.947
Denmark,2022,9.842,10.062,5902898.0,50689.68,,,,,0.009,1.559,259.0,5902898.0,,59.441,59935.12,5.2964344,,,5902898.0,,,287.0,,,0.981,0.952
Denmark,2023,9.719,9.629,5948134.0,,,,,,,1.511,259.0,5948134.0,,,,,,,5948134.0,Europe,,287.0,,,,
Estonia,1990,14.151,12.394,1570310.0,17247.0,25.018824,68.82274,,381997.0,0.389,2.042,0.0,1570310.0,,,,,,,1570310.0,,3.5,112.0,,,1.006,0.741
Estonia,1991,12.446,12.594,1565380.0,15350.635,24.465069,,,,0.382,1.802,0.0,1565380.0,,58.199,,,,,1565380.0,,3.526,112.0,,,1.006,0.736
Estonia,1992,11.79,13.095,1540213.0,13214.388,29.40456,,,,0.383,1.697,315.0,1540213.0,,55.753,,5.28141,,,1540213.0,,3.249,427.0,,,1.009,0.726
Estonia,1993,10.27,14.149,1504344.0,12207.185,34.913464,,,,0.37,1.486,315.0,1504344.0,,54.707,,5.69823,,,1504344.0,,3.185,427.0,,,1.012,0.718
Estonia,1994,9.684,15.065,1475716.0,12070.061,37.67787,,,,0.372,1.41,315.0,1475716.0,,54.663,,5.49429,,,1475716.0,,3.171,427.0,,,1.025,0.72
Estonia,1995,9.361,14.377,1452776.0,12881.278,36.65743,67.52248,,315755.0,0.357,1.372,315.0,1452776.0,,53.706,12730.718,5.89866,,,1452776.0,,3.156,427.0,1983.2291,,1.025,0.733
Estonia,1996,9.268,13.287,1434655.0,13547.661,34.267464,,,,0.346,1.361,315.0,1434655.0,,53.511,13558.568,6.05492,,,1434655.0,,3.107,427.0,1982.2822,,1.02,0.749
Estonia,1997,8.873,13.055,1421494.0,15074.775,32.935432,,,,0.327,1.306,315.0,1421494.0,,53.831,15503.845,6.33788,,,1421494.0,,3.189,427.0,1980.5514,,1.022,0.764
Estonia,1998,8.647,13.808,1411206.0,15593.005,30.156384,,,,0.326,1.272,315.0,1411206.0,,52.533,16332.82,6.23536,,,1411206.0,,2.947,427.0,1980.1615,,1.026,0.772
Estonia,1999,8.792,13.134,1403579.0,15335.106,29.509712,,,,0.28,1.293,315.0,1403579.0,,51.774,16215.579,6.65249,,,1403579.0,,2.993,427.0,1977.345,,1.027,0.781
Estonia,2000,9.314,13.18,1397001.0,16806.975,23.180212,65.268654,,249512.0,0.269,1.347,315.0,1397001.0,,52.265,17765.207,5.33946,,,1397001.0,,2.942,427.0,1977.8729,,1.03,0.798
Estonia,2001,9.114,13.352,1388174.0,17696.61,25.02886,,,,0.254,1.315,315.0,1388174.0,,51.731,18952.107,5.22846,,,1388174.0,,2.783,427.0,1970.4961,,1.035,0.807
Estonia,2002,9.404,13.33,1379438.0,18589.15,23.345028,,,,0.243,1.353,329.0,1379438.0,,50.952,20364.008,5.43461,,,1379438.0,,2.965,427.0,1972.6899,25.0,1.036,0.818
Estonia,2003,9.519,13.283,1370849.0,19771.742,21.181845,,,,0.229,1.365,329.0,1370849.0,,52.008,22049.684,5.2731,,,1370849.0,,2.996,427.0,1978.3347,,1.036,0.826
Estonia,2004,10.24,13.035,1362682.0,20803.758,20.362913,,,,0.212,1.465,329.0,1362682.0,,52.978,23691.152,4.87675,,,1362682.0,,3.024,455.0,1986.4607,,1.039,0.836
Estonia,2005,10.608,12.79,1354847.0,22518.541,16.82124,64.25306,,233701.0,0.2,1.515,329.0,1354847.0,,53.329,26096.988,4.81027,,,1354847.0,,3.142,455.0,2008.3733,,1.039,0.848
Estonia,2006,11.079,12.871,1346884.0,24578.816,14.6801195,,,,0.192,1.583,329.0,1346884.0,,54.51,28814.92,5.8567624,,,1346884.0,,3.183,455.0,2000.9904,29.7,1.041,0.856
Estonia,2007,11.775,13.007,1340709.0,26177.871,15.246974,,,,0.196,1.685,329.0,1340709.0,,53.899,31140.58,4.61991,,,1340709.0,,3.26,455.0,1998.4846,,1.04,0.859
Estonia,2008,11.999,12.478,1337078.0,24429.021,15.19266,,,,0.185,1.719,449.0,1337078.0,,54.763,29621.764,5.48404,,,1337078.0,,3.343,575.0,1967.7698,,1.038,0.861
Estonia,2009,11.837,12.081,1334528.0,20538.049,16.192852,,,,0.172,1.701,449.0,1334528.0,,54.689,25337.176,5.96005,,,1334528.0,,3.28,575.0,1832.1401,,1.037,0.859
Estonia,2010,11.883,11.854,1331450.0,20713.426,13.631117,63.186436,,217890.0,0.159,1.716,449.0,1331450.0,,55.04,26015.746,5.51779,,,1331450.0,,3.244,575.0,1874.7017,27.8,1.037,0.864
Estonia,2011,11.113,11.491,1327366.0,21997.0,13.05668,,,,0.161,1.616,449.0,1327366.0,,55.585,27990.137,5.01449,,,1327366.0,,3.294,575.0,1918.863,,1.033,0.873
Estonia,2012,10.658,11.687,1322616.0,22784.3,13.917151,,,,0.154,1.561,449.0,1322616.0,,55.312,28997.322,4.71772,,,1322616.0,,3.283,575.0,1885.6866,,1.022,0.876
Estonia,2013,10.308,11.572,1317921.0,23204.111,12.617855,,,,0.154,1.524,449.0,1317921.0,,55.275,29525.12,4.84388,,,1317921.0,,3.335,575.0,1865.8429,,1.014,0.881
Estonia,2014,10.346,11.797,1314456.0,23982.828,15.187903,,,,0.156,1.543,449.0,1314456.0,,54.474,30494.096,4.39433,,,1314456.0,,3.361,575.0,1859.4319,28.3,1.019,0.879
Estonia,2015,10.512,11.603,1314581.0,24473.66,12.435753,63.423645,,194664.0,0.13,1.58,449.0,1314581.0,,55.791,31038.805,5.14419,,,1314581.0,,3.417,575.0,1851.6166,,1.022,0.883
Estonia,2016,10.66,11.698,1315850.0,25196.154,10.859685,,,,0.12,1.603,449.0,1315850.0,,56.178,32008.934,5.15764,,,1315850.0,,3.456,575.0,1855.1993,,1.02,0.884
Estonia,2017,10.478,11.815,1317432.0,26661.627,13.639706,,,,0.106,1.596,449.0,1317432.0,,56.924,33821.934,4.96132,,,1317432.0,,3.468,575.0,1856.6827,,1.023,0.886
Estonia,2018,10.824,11.919,1321971.0,27596.41,11.442381,,,,0.103,1.67,449.0,1321971.0,,57.264,34979.867,5.23997,,,1321971.0,,3.483,575.0,,,1.024,0.89
Estonia,2019,10.611,11.603,1326821.0,28505.604,11.961915,,,,0.092,1.661,449.0,1326821.0,,57.455,36153.434,5.26042,,,1326821.0,,3.469,575.0,,,1.023,0.893
Estonia,2020,9.954,11.508,1329674.0,28261.582,13.0886755,64.88176,64.88176,199277.0,0.095,1.588,495.0,1329674.0,,57.369,35883.266,5.52697,278.0,345.0,1329674.0,,3.863,605.0,,,1.019,0.891
Estonia,2021,9.85,13.236,1331750.0,30499.156,12.003157,,,,0.099,1.594,495.0,1331750.0,,57.821,38717.695,5.26321,,,1331750.0,,,605.0,,,1.025,0.89
Estonia,2022,8.504,12.654,1350092.0,30067.395,12.159673,,,,0.093,1.41,505.0,1350092.0,,60.17,37711.82,,,,1350092.0,,,575.0,,,1.022,0.899
Estonia,2023,8.072,12.21,1367194.0,,,,,,,1.35,505.0,1367194.0,,,,,,,1367194.0,Europe,,575.0,,,,
Finland,1990,13.077,10.041,4986574.0,26884.0,27.480047,54.421806,,63255.0,0.105,1.776,198.0,4986574.0,,,32939.383,5.3389,,,4986574.0,,2.898,331.0,1769.1191,22.9,1.001,0.811
Finland,1991,13.015,9.817,5013889.0,25174.898,26.764809,,,,0.102,1.794,191.0,5013889.0,,57.396,30831.61,6.33748,,,5013889.0,,2.985,331.0,1747.4368,21.5,1.004,0.815
Finland,1992,13.167,9.87,5042147.0,24219.76,26.03521,,,,0.098,1.84,191.0,5042147.0,,56.191,29648.744,6.5205,,,5042147.0,,3.057,331.0,1752.7573,20.3,1.005,0.821
Finland,1993,12.788,10.051,5066592.0,23943.744,24.661392,,,,0.093,1.815,205.0,5066592.0,,55.458,29310.307,7.48716,,,5066592.0,,3.133,331.0,1755.3395,22.0,1.002,0.826
Finland,1994,12.763,9.422,5088454.0,24797.66,24.856804,,,,0.091,1.839,205.0,5088454.0,,54.722,30340.824,6.85707,,,5088454.0,,3.213,331.0,1774.8427,23.1,1.002,0.838
Finland,1995,12.323,9.63,5107920.0,25761.625,24.458612,55.716793,,99729.0,0.093,1.805,205.0,5107920.0,,54.631,31499.807,6.80991,,,5107920.0,,2.191,331.0,1776.0518,22.4,1.003,0.844
Finland,1996,11.873,9.581,5124716.0,26637.266,21.883717,,,,0.099,1.772,205.0,5124716.0,,54.551,32548.016,6.85898,,,5124716.0,,2.26,331.0,1774.892,20.6,1.007,0.852
Finland,1997,11.505,9.56,5139926.0,28239.875,23.20387,,,,0.089,1.742,205.0,5139926.0,,54.855,34506.773,,,,5139926.0,,2.295,331.0,1764.725,21.3,1.001,0.86
Finland,1998,11.083,9.549,5153548.0,29715.342,21.082048,,,,0.088,1.702,205.0,5153548.0,,55.054,36293.39,,,,5153548.0,,2.32,331.0,1754.3972,20.8,1.002,0.868
Finland,1999,11.109,9.559,5165515.0,30986.889,21.039476,,,,0.084,1.729,205.0,5165515.0,,56.112,37795.06,5.86993,,,5165515.0,,2.401,331.0,1757.2578,21.7,1.003,0.877
Finland,2000,10.939,9.536,5176198.0,32689.77,20.230217,56.76118,,136203.0,0.088,1.726,205.0,5176198.0,,56.147,39894.195,5.7093,,,5176198.0,,2.499,331.0,1742.0702,20.4,0.998,0.887
Finland,2001,10.797,9.343,5187973.0,33481.68,20.559454,,,,0.09,1.722,205.0,5187973.0,,56.656,40842.34,5.84025,,,5187973.0,,2.5,331.0,1722.5939,21.2,0.996,0.897
Finland,2002,10.673,9.498,5200549.0,33986.555,18.501202,,,,0.094,1.718,205.0,5200549.0,,56.931,41439.02,6.01678,,,5200549.0,,2.527,331.0,1713.7766,20.4,0.994,0.901
Finland,2003,10.832,9.387,5212955.0,34607.22,18.171167,,,,0.09,1.756,219.0,5212955.0,,56.617,42168.695,6.16744,,,5212955.0,,2.564,331.0,1705.2792,20.1,0.992,0.905
Finland,2004,11.0,9.092,5228144.0,35888.613,18.126,,,,0.088,1.795,219.0,5228144.0,,56.367,43724.965,6.15758,,,5228144.0,,3.653,331.0,1707.3223,20.0,0.999,0.901
Finland,2005,10.975,9.129,5246083.0,36787.258,16.234367,57.885586,,192169.0,0.085,1.801,219.0,5246083.0,,56.791,44786.91,6.02507,,,5246083.0,,3.674,331.0,1697.0879,18.9,0.999,0.904
Finland,2006,11.124,9.117,5266247.0,38160.703,17.631956,,,,0.079,1.832,219.0,5266247.0,,57.068,46412.2,5.92838,,,5266247.0,,3.69,331.0,1692.9031,19.4,1.002,0.909
Finland,2007,11.07,9.272,5288716.0,39998.523,16.343563,,,,0.072,1.828,219.0,5288716.0,,57.374,48664.266,5.67126,,,5288716.0,,3.729,331.0,1691.4915,21.4,1.004,0.911
Finland,2008,11.156,9.241,5313381.0,40129.652,17.139229,,,,0.071,1.843,219.0,5313381.0,,57.374,48817.99,5.8301,,,5313381.0,,3.742,331.0,1684.5125,21.2,1.001,0.913
Finland,2009,11.267,9.341,5338855.0,36662.613,17.061079,,,,0.071,1.86,219.0,5338855.0,,56.943,44662.1,6.45956,,,5338855.0,,3.775,331.0,1660.6558,19.7,1.001,0.908
Finland,2010,11.3,9.483,5363347.0,37615.113,15.893436,59.08485,,228481.0,0.071,1.863,210.0,5363347.0,,55.937,45874.66,6.50445,,,5363347.0,,3.44,331.0,1667.7671,18.9,1.003,0.912
Finland,2011,11.086,9.386,5388236.0,38432.0,14.845436,,,,0.066,1.826,210.0,5388236.0,,55.784,46825.824,6.44505,,,5388236.0,,3.543,331.0,1662.4528,18.6,1.003,0.916
Finland,2012,10.931,9.524,5413978.0,37715.01,14.158585,,,,0.064,1.797,210.0,5413978.0,,55.963,45952.246,7.14804,,,5413978.0,,3.556,331.0,1650.2601,18.7,1.0,0.916
Finland,2013,10.645,9.454,5439058.0,37203.145,14.299371,,,,0.062,1.745,297.0,5439058.0,,55.505,45328.574,7.12404,,,5439058.0,,3.387,368.0,1639.5857,20.2,0.988,0.926
Finland,2014,10.425,9.564,5461686.0,36907.92,12.831056,,,,0.061,1.706,297.0,5461686.0,,55.481,44976.777,7.10237,,,5461686.0,,3.448,368.0,1636.3311,19.6,0.989,0.928
Finland,2015,10.074,9.563,5479718.0,36986.7,11.655365,60.527184,,314856.0,0.054,1.645,297.0,5479718.0,,55.591,45072.59,7.03208,,,5479718.0,,3.421,368.0,1637.1949,18.1,0.989,0.93
Finland,2016,9.574,9.806,5495469.0,37924.152,12.572473,,,,0.048,1.565,297.0,5495469.0,,54.987,46206.79,6.85153,,,5495469.0,,3.42,368.0,1634.7594,,0.99,0.931
Finland,2017,9.102,9.745,5508399.0,39043.19,13.427626,,,,0.042,1.487,297.0,5508399.0,,55.188,47570.133,6.36311,,,5508399.0,,3.461,368.0,1659.2806,,0.99,0.934
Finland,2018,8.61,9.87,5515732.0,39430.906,12.903899,,,,0.037,1.407,297.0,5515732.0,,55.856,48048.523,6.27558,,,5515732.0,,3.48,368.0,,,0.988,0.936
Finland,2019,8.258,9.796,5521755.0,39874.8,12.272009,,,,0.031,1.351,297.0,5521755.0,,55.765,48583.434,6.41695,,,5521755.0,,4.296,368.0,,,0.988,0.939
Finland,2020,8.398,10.022,5529617.0,38871.703,11.706702,60.979313,60.979313,386052.0,0.032,1.374,297.0,5529617.0,,55.224,47371.22,6.63494,304.0,359.0,5529617.0,,4.325,368.0,,,0.99,0.939
Finland,2021,8.931,10.391,5541068.0,39977.855,11.69331,,,,0.033,1.461,297.0,5541068.0,,55.924,48614.82,6.53826,,,5541068.0,,,368.0,,,0.989,0.941
Finland,2022,8.027,11.314,5569299.0,40701.465,,,,,0.032,1.318,284.0,5569299.0,,57.255,49275.152,,,,5569299.0,,,340.0,,,0.989,0.942
Finland,2023,7.776,10.709,5601185.0,,,,,,,1.28,284.0,5601185.0,,,,,,,5601185.0,Europe,,340.0,,,,
France,1990,13.527,9.268,56990239.0,28129.0,16.834478,62.64698,,5897267.0,0.235,1.782,3.0,56990239.0,,,33843.02,4.51394,,,56990239.0,,3.118,112.0,1629.0961,,0.982,0.79
France,1991,13.403,9.188,57271563.0,28294.264,16.878925,,,,0.237,1.773,3.0,57271563.0,,46.824,33898.234,4.8413,,,57271563.0,,3.171,112.0,1622.6208,,0.984,0.799
France,1992,13.055,9.094,57554865.0,28619.805,16.98829,,,,0.233,1.735,3.0,57554865.0,,47.246,34269.285,4.73539,,,57554865.0,,3.223,112.0,1621.5667,,0.985,0.806
France,1993,12.456,9.24,57801260.0,28336.16,17.852116,,,,0.227,1.661,3.0,57801260.0,,47.718,33906.223,5.42959,,,57801260.0,,3.251,112.0,1614.0789,,0.986,0.809
France,1994,12.423,8.998,57999868.0,28907.977,17.36844,,,,0.215,1.665,3.0,57999868.0,,47.924,34576.344,5.62643,,,57999868.0,,3.286,112.0,1611.6461,,0.983,0.824
France,1995,12.726,9.162,58192206.0,29418.863,16.79073,62.65002,,6087993.0,0.208,1.718,3.0,58192206.0,,48.17,35176.62,5.79073,,,58192206.0,,3.307,112.0,1590.6832,,0.983,0.829
France,1996,12.778,9.214,58380637.0,29736.645,15.994839,,,,0.2,1.74,3.0,58380637.0,,48.558,35546.582,5.75672,,,58380637.0,,3.326,112.0,1587.0975,,0.983,0.834
France,1997,12.588,9.093,58568662.0,30341.807,15.632122,,,,0.193,1.73,3.0,58568662.0,,48.242,36247.605,,,,58568662.0,,3.343,112.0,1585.5039,,0.983,0.839
France,1998,12.705,9.121,58778817.0,31323.078,14.812091,,,,0.19,1.764,3.0,58778817.0,,48.561,37409.395,5.68792,,,58778817.0,,3.355,112.0,1575.7279,,0.983,0.843
France,1999,12.702,9.14,59084208.0,32284.611,14.382175,,,,0.191,1.793,3.0,59084208.0,,48.899,38490.04,,,,59084208.0,,3.355,112.0,1569.4343,,0.982,0.847
France,2000,13.132,8.971,59483716.0,33409.68,14.992606,62.50102,,6278718.0,0.195,1.876,3.0,59483716.0,,49.07,39726.49,5.6002192,,,59483716.0,,3.375,112.0,1549.965,,0.981,0.844
France,2001,12.983,8.906,59905130.0,33920.098,14.450218,,,,0.184,1.879,3.0,59905130.0,,48.869,40220.1,5.6178,,,59905130.0,,3.408,112.0,1530.4617,,0.981,0.847
France,2002,12.723,8.925,60327247.0,34152.773,14.5940485,,,,0.175,1.865,15.0,60327247.0,,49.072,40381.46,5.7809753,,,60327247.0,,3.435,112.0,1497.3385,13.3,0.981,0.85
France,2003,12.624,9.14,60741121.0,34292.03,14.751859,,,,0.171,1.873,15.0,60741121.0,,50.315,40425.637,5.762063,,,60741121.0,,3.454,112.0,1502.0975,,0.983,0.853
France,2004,12.638,8.382,61175243.0,35093.824,14.498235,,,,0.159,1.898,15.0,61175243.0,,50.129,41265.125,5.549234,,,61175243.0,,3.473,112.0,1525.9967,,0.983,0.861
France,2005,12.626,8.616,61625030.0,35495.465,14.09153,62.29159,,6737600.0,0.157,1.916,15.0,61625030.0,,50.351,41638.03,5.5172276,,,61625030.0,,3.476,112.0,1527.3717,,0.984,0.869
France,2006,12.885,8.396,62049831.0,36166.16,13.594213,,,,0.156,1.974,15.0,62049831.0,,50.412,42362.984,5.4753103,,,62049831.0,,3.469,112.0,1510.6074,9.4,0.985,0.873
France,2007,12.624,8.425,62432438.0,36845.684,13.03012,,,,0.137,1.952,15.0,62432438.0,,50.762,43123.5,5.3045287,,,62432438.0,,3.449,112.0,1530.0048,,0.987,0.876
France,2008,12.728,8.558,62780187.0,36761.793,13.221743,,,,0.133,1.987,15.0,62780187.0,,50.948,42993.06,5.3872757,,,62780187.0,,3.443,112.0,1537.7621,,0.985,0.877
France,2009,12.631,8.619,63106461.0,35534.926,13.330879,,,,0.129,1.99,15.0,63106461.0,,51.358,41544.023,5.669219,,,63106461.0,,3.394,112.0,1521.2759,,0.988,0.875
France,2010,12.692,8.625,63417366.0,36086.727,13.063479,62.055103,,7309986.0,0.129,2.017,15.0,63417366.0,,51.374,42145.684,5.6427917,,,63417366.0,,3.397,112.0,1527.9509,9.1,0.985,0.88
France,2011,12.448,8.493,63733777.0,36691.0,12.947067,,,,0.126,1.995,15.0,63733777.0,,51.269,42862.414,5.4801154,,,63733777.0,,3.172,112.0,1534.6066,,0.986,0.884
France,2012,12.326,8.832,64058465.0,36625.926,11.945153,,,,0.111,1.99,15.0,64058465.0,,51.505,42789.05,5.488356,,,64058465.0,,3.188,112.0,1528.8926,,0.985,0.885
France,2013,12.131,8.79,64387736.0,36647.22,11.692726,,,,0.107,1.973,15.0,64387736.0,,51.728,42813.934,5.4928937,,,64387736.0,,3.209,112.0,1513.8743,,0.985,0.888
France,2014,12.063,8.573,64692495.0,36818.54,10.704429,,,,0.103,1.974,15.0,64692495.0,,51.637,43021.395,5.4892044,,,64692495.0,,3.225,112.0,1508.9885,9.9,0.986,0.892
France,2015,11.711,9.094,64916336.0,37077.89,10.64456,61.987972,,7878338.0,0.097,1.927,195.0,64916336.0,,51.64,43345.785,5.4464273,,,64916336.0,,3.24,292.0,1509.4127,,0.986,0.893
France,2016,11.441,9.045,65086852.0,37343.84,9.975401,,,,0.092,1.892,195.0,65086852.0,,51.625,43705.15,5.408058,,,65086852.0,,3.255,292.0,1502.7285,,0.985,0.896
France,2017,11.099,9.239,65284775.0,38037.336,9.613631,,,,0.073,1.859,195.0,65284775.0,,51.311,44577.066,5.4516,,,65284775.0,,3.275,292.0,1514.1371,,0.986,0.899
France,2018,10.947,9.234,65519539.0,38555.465,10.207548,,,,0.078,1.837,191.0,65519539.0,,51.43,45245.96,5.40717,,,65519539.0,,3.276,292.0,,,0.987,0.903
France,2019,10.826,9.264,65729460.0,39084.656,10.099815,,,,0.086,1.826,191.0,65729460.0,,51.256,45922.793,5.35443,,,65729460.0,,3.311,292.0,,,0.988,0.905
France,2020,10.56,10.084,65905273.0,35913.82,10.223684,61.851036,61.851036,8524876.0,0.084,1.785,191.0,65905273.0,,50.626,42344.945,5.65981,270.0,319.0,65905273.0,,3.324,292.0,,,0.99,0.9
France,2021,10.627,9.899,66083547.0,38242.133,,,,,0.083,1.799,205.0,66083547.0,,52.204,44941.438,5.43039,,,66083547.0,,,292.0,,,0.986,0.906
France,2022,10.374,9.94,66277412.0,39065.71,,,,,0.084,1.76,205.0,66277412.0,,52.524,45904.41,,,,66277412.0,,,292.0,,,0.986,0.91
France,2023,9.616,9.273,66438828.0,,,,,,,1.639,205.0,66438828.0,,,,,,,66438828.0,Europe,,292.0,,,,
Germany,1990,11.385,11.584,79707964.0,25391.0,13.663855,71.53277,,5936181.0,0.183,1.46,390.0,79707964.0,,,36699.48,,,,79707964.0,,,488.0,1582.6035,,0.923,0.828
Germany,1991,10.423,11.369,80303189.0,26769.96,13.687148,,,,0.172,1.344,480.0,80303189.0,,48.128,38294.156,,,,80303189.0,,2.762,578.0,1553.5189,,0.936,0.835
Germany,1992,10.048,10.972,80934901.0,27385.055,13.011869,,,,0.162,1.305,480.0,80934901.0,,47.873,38734.938,,,,80934901.0,,2.841,578.0,1564.7155,27.0,0.945,0.842
Germany,1993,9.88,11.048,81486770.0,27250.701,12.244762,,,,0.152,1.288,660.0,81486770.0,,47.623,38105.23,4.40792,,,81486770.0,,2.937,758.0,1541.5763,23.4,0.943,0.852
Germany,1994,9.529,10.86,81773612.0,28140.057,12.347594,,,,0.144,1.254,660.0,81773612.0,,47.799,38881.57,4.33664,,,81773612.0,,3.009,758.0,1537.2506,21.0,0.943,0.858
Germany,1995,9.461,10.829,82019890.0,28868.945,12.396232,72.01574,,7464406.0,0.14,1.262,660.0,82019890.0,,47.685,39366.09,4.43076,,,82019890.0,,3.075,758.0,1527.9783,20.0,0.944,0.863
