Entity,Year,Birth rate - Sex: all - Age: all - Variant: estimates,Death rate - Sex: all - Age: all - Variant: estimates,Population - Sex: all - Age: all - Variant: estimates,GDP per capita,"Age-standardized death rate from self-inflicted injuries per 100,000 population - Sex: Both sexes - Age group: all ages",Share of population living in urban areas,Projected share of population living in urban areas,Total number of international immigrants,Gender Inequality Index,Fertility rate - Sex: all - Age: all - Variant: estimates,Total days of leave available for the father,Population - Sex: all - Age: all - Variant: estimates_population-with-un-projections.csv,Population - Sex: all - Age: all - Variant: medium,"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)","GDP per capita, PPP (constant 2017 international $)",Public spending on education as a share of GDP,Minutes spent on leisure - women (OECD Gender data (2020)),Minutes spent on leisure - men (OECD Gender data (2020)),Population (historical),World regions according to OWID,"Physicians (per 1,000 people)",Total days of leave available for the mother,Average annual working hours per worker,Gender wage gap (OECD 2017),Gender Development Index,Human Development Index
Australia,1990,15.369,6.948,17126301.0,27373.0,12.217952,77.59542,,3955213.0,0.185,1.908,0.0,17126301.0,,,30897.965,4.66689,,,17126301.0,,2.17,84.0,1867.9515,18.2,0.962,0.864
Australia,1991,14.944,6.841,17353191.0,26861.275,12.509188,,,,0.184,1.863,0.0,17353191.0,,51.957,30390.135,4.78484,,,17353191.0,,2.336,84.0,1853.8984,16.0,0.963,0.866
Australia,1992,15.092,7.004,17549282.0,27560.178,12.129014,,,,0.184,1.892,0.0,17549282.0,,51.921,30180.31,4.68288,,,17549282.0,,2.374,84.0,1851.8408,14.3,0.963,0.868
Australia,1993,14.762,6.823,17722905.0,28622.477,10.825964,,,,0.181,1.864,0.0,17722905.0,,51.688,31123.064,5.50569,,,17722905.0,,2.399,84.0,1869.6207,13.2,0.963,0.873
Australia,1994,14.51,7.102,17897430.0,29844.172,12.038128,,,,0.179,1.852,0.0,17897430.0,,52.589,32051.494,5.24491,,,17897430.0,,2.438,84.0,1877.7278,14.4,0.964,0.873
Australia,1995,14.157,6.926,18095338.0,30690.062,11.346925,78.5652,,4153330.0,0.176,1.825,0.0,18095338.0,,53.588,32927.332,,,,18095338.0,,2.476,84.0,1875.9148,14.5,0.964,0.882
Australia,1996,13.873,7.007,18305299.0,31740.47,12.449816,,,,0.174,1.804,0.0,18305299.0,,53.78,33787.0,,,,18305299.0,,2.403,84.0,1868.7593,,0.965,0.884
Australia,1997,13.602,6.96,18504909.0,32857.992,13.508834,,,,0.172,1.783,0.0,18504909.0,,53.571,34731.3,,,,18504909.0,,2.401,84.0,1867.0762,15.3,0.965,0.887
Australia,1998,13.327,6.819,18701707.0,34337.14,13.306104,,,,0.169,1.765,0.0,18701707.0,,53.628,35990.387,,,,18701707.0,,2.402,84.0,1851.2338,13.2,0.966,0.891
Australia,1999,13.175,6.798,18909979.0,35551.02,12.375323,,,,0.156,1.764,0.0,18909979.0,,53.619,37388.59,,,,18909979.0,,2.447,84.0,1855.8291,14.3,0.966,0.894
Australia,2000,13.042,6.754,19132473.0,36603.047,11.689094,78.46482,,4386250.0,0.151,1.764,0.0,19132473.0,,54.504,38412.64,4.75934,,,19132473.0,,2.491,84.0,1854.0353,17.2,0.967,0.896
Australia,2001,12.711,6.675,19365437.0,37275.992,11.843664,,,,0.15,1.738,0.0,19365437.0,,55.049,38690.57,5.2226157,,,19365437.0,,2.566,84.0,1818.213,14.3,0.958,0.9
Australia,2002,12.783,6.835,19595357.0,38567.066,11.030154,,,,0.144,1.765,0.0,19595357.0,,55.255,39775.27,5.3056965,,,19595357.0,,2.562,84.0,1814.1021,15.0,0.958,0.902
Australia,2003,12.668,6.696,19819450.0,39523.656,10.106955,,,,0.14,1.764,0.0,19819450.0,,55.926,40535.668,5.245258,,,19819450.0,,2.631,84.0,1806.7209,13.0,0.959,0.906
Australia,2004,12.71,6.645,20046680.0,40887.727,9.656323,,,,0.136,1.784,0.0,20046680.0,,55.691,41798.72,5.1930723,,,20046680.0,,2.708,84.0,1805.0198,14.4,0.957,0.908
Australia,2005,13.06,6.526,20294490.0,41904.445,,79.12565,,4878030.0,0.135,1.849,0.0,20294490.0,,56.977,42595.43,5.2718763,,,20294490.0,,2.78,84.0,1803.0101,15.8,0.959,0.911
Australia,2006,13.19,6.577,20590565.0,42650.984,9.449756,,,,0.134,1.882,0.0,20590565.0,,57.539,43182.387,5.16309,,,20590565.0,,2.842,84.0,1791.9933,16.7,0.961,0.914
Australia,2007,13.861,6.706,20954545.0,44033.582,9.709519,,,,0.134,1.991,0.0,20954545.0,,58.09,44001.43,4.969669,,,20954545.0,,3.008,84.0,1792.6515,15.4,0.961,0.916
Australia,2008,14.036,6.713,21370595.0,44421.64,9.959479,,,,0.138,2.02,0.0,21370595.0,,58.545,44675.14,4.9018235,,,21370595.0,,3.018,84.0,1790.54,11.9,0.961,0.92
Australia,2009,13.74,6.535,21783014.0,44686.543,9.617986,,,,0.135,1.972,0.0,21783014.0,,58.76,44592.145,5.3964067,,,21783014.0,,3.121,84.0,1761.7957,16.4,0.963,0.922
Australia,2010,13.618,6.491,22141583.0,45400.223,9.8169,80.34726,,5882980.0,0.136,1.948,0.0,22141583.0,,58.626,44881.324,6.1504364,,,22141583.0,,3.364,84.0,1769.3094,14.0,0.963,0.924
Australia,2011,13.422,6.564,22479778.0,46132.0,9.732514,,,,0.131,1.922,126.0,22479778.0,,58.875,45328.258,6.006016,,,22479778.0,,3.314,126.0,1768.6494,16.0,0.965,0.927
Australia,2012,13.492,6.573,22852649.0,47045.13,10.273921,,,,0.13,1.931,126.0,22852649.0,,58.779,46289.184,5.559248,,,22852649.0,,3.311,126.0,1759.5193,13.8,0.961,0.931
Australia,2013,13.211,6.432,23236271.0,47260.953,10.222646,,,,0.123,1.883,140.0,23236271.0,,58.696,46685.098,5.519627,,,23236271.0,,3.374,126.0,1755.8271,18.0,0.962,0.929
Australia,2014,12.726,6.575,23595599.0,47753.848,11.291031,,,,0.117,1.805,140.0,23595599.0,,58.664,47193.17,5.4375525,,,23595599.0,,3.45,126.0,1747.937,15.4,0.961,0.931
Australia,2015,12.756,6.612,23947998.0,48145.53,11.808487,81.39102,,6729730.0,0.111,1.803,140.0,23947998.0,,59.108,47543.082,5.462858,,,23947998.0,,3.505,126.0,1747.009,13.0,0.964,0.933
Australia,2016,12.727,6.571,24329961.0,48675.137,11.005785,,,,0.101,1.792,140.0,24329961.0,,59.343,48107.066,5.4303856,,,24329961.0,,3.577,126.0,1734.215,14.3,0.965,0.936
Australia,2017,12.459,6.689,24731044.0,49001.902,12.23989,,,,0.096,1.745,140.0,24731044.0,,59.848,48418.56,5.3212557,,,24731044.0,,3.677,126.0,1731.4943,,0.966,0.937
Australia,2018,12.5,6.401,25119700.0,49614.387,11.777039,,,,0.092,1.743,140.0,25119700.0,,60.505,49085.934,5.409676,,,25119700.0,,3.747,126.0,,,0.97,0.941
Australia,2019,11.981,6.516,25482714.0,49814.67,12.168151,,,,0.08,1.666,140.0,25482714.0,,60.957,49420.94,5.508589,,,25482714.0,,3.827,126.0,,,0.97,0.941
Australia,2020,11.465,6.365,25743787.0,48268.945,11.453612,82.34309,82.34309,7685860.0,0.074,1.593,140.0,25743787.0,,60.192,48651.734,5.37828,269.0,297.0,25743787.0,,4.102,126.0,,,0.967,0.948
Australia,2021,11.718,6.605,25956416.0,50704.934,11.198464,,,,0.073,1.647,140.0,25956416.0,,61.216,49609.23,5.33321,,,25956416.0,,,126.0,,,0.97,0.949
Australia,2022,11.58,7.814,26200987.0,52049.43,11.263088,,,,0.063,1.638,140.0,26200987.0,,61.332,51090.26,5.2067766,,,26200987.0,,,126.0,,,0.978,0.946
Australia,2023,11.506,6.953,26451125.0,,,,,,,1.638,140.0,26451125.0,,,,,,,26451125.0,Oceania,,140.0,,,,
Austria,1990,11.76,10.827,7679626.0,26930.0,19.477406,52.00849,,793239.0,0.202,1.467,0.0,7679626.0,,,37494.56,4.95725,,,7679626.0,,3.009,112.0,1826.0298,,0.939,0.823
Austria,1991,12.149,10.787,7757140.0,27689.771,18.696272,,,,0.202,1.516,730.0,7757140.0,,43.538,38399.676,5.10322,,,7757140.0,,3.088,842.0,1836.4442,,0.942,0.826
Austria,1992,12.132,10.639,7842716.0,28072.44,18.597593,,,,0.201,1.516,730.0,7842716.0,,44.845,38774.492,5.29698,,,7842716.0,,3.213,842.0,1804.9314,,0.944,0.832
Austria,1993,12.071,10.462,7907492.0,28101.229,17.692621,,,,0.195,1.512,730.0,7907492.0,,45.301,38658.65,5.252,,,7907492.0,,3.296,842.0,1802.2981,,0.946,0.836
Austria,1994,11.69,10.204,7938156.0,28780.76,18.55979,,,,0.18,1.474,730.0,7938156.0,,48.636,39435.21,,,,7938156.0,,3.408,842.0,1800.5381,,0.949,0.841
Austria,1995,11.201,10.253,7950322.0,29621.682,18.49278,52.63012,,894893.0,0.17,1.431,730.0,7950322.0,,49.391,40425.395,5.42835,,,7950322.0,,3.512,842.0,1774.4364,,0.952,0.847
Austria,1996,11.151,10.186,7960918.0,30413.156,17.963469,,,,0.163,1.448,730.0,7960918.0,,48.832,41319.375,5.2599,,,7960918.0,,3.589,842.0,1807.2706,,0.952,0.852
Austria,1997,10.554,10.0,7969802.0,31173.049,16.358562,,,,0.155,1.395,540.0,7969802.0,,48.728,42136.664,,,,7969802.0,,3.668,652.0,1815.692,,0.955,0.856
Austria,1998,10.174,9.845,7978465.0,32376.33,15.931746,,,,0.151,1.371,540.0,7978465.0,,49.343,43597.89,6.10374,,,7978465.0,,3.795,652.0,1794.0305,,0.957,0.861
Austria,1999,9.771,9.823,7993895.0,33608.297,15.686459,,,,0.147,1.344,540.0,7993895.0,,49.514,45060.617,6.11234,,,7993895.0,,3.789,652.0,1797.9713,,0.956,0.865
Austria,2000,9.742,9.628,8012929.0,34796.258,15.881416,53.478577,,996547.0,0.149,1.364,540.0,8012929.0,,49.406,46469.86,5.58881,,,8012929.0,,3.878,652.0,1798.4323,23.1,0.958,0.87
Austria,2001,9.345,9.318,8042232.0,35272.223,14.763621,,,,0.146,1.331,540.0,8042232.0,,49.36,46878.918,5.57548,,,8042232.0,,3.99,652.0,1785.4202,22.8,0.96,0.874
Austria,2002,9.609,9.458,8081638.0,35823.586,15.160947,,,,0.145,1.389,540.0,8081638.0,,50.605,47419.277,5.52213,,,8081638.0,,4.061,652.0,1782.8479,24.5,0.961,0.878
Austria,2003,9.389,9.531,8122605.0,36063.12,14.074635,,,,0.131,1.373,540.0,8122605.0,,50.783,47633.113,5.36183,,,8122605.0,,4.146,652.0,1773.9779,21.1,0.96,0.88
Austria,2004,9.567,9.13,8173494.0,36957.113,13.657142,,,,0.126,1.415,540.0,8173494.0,,50.639,48633.273,5.30243,,,8173494.0,,4.233,652.0,1776.4658,22.4,0.958,0.886
Austria,2005,9.431,9.168,8229204.0,37642.76,13.1104,54.95685,,1127164.0,0.121,1.406,540.0,8229204.0,,51.458,49387.027,5.24937,,,8229204.0,,4.35,652.0,1752.4894,22.0,0.961,0.889
Austria,2006,9.354,9.021,8269902.0,38866.848,11.94749,,,,0.118,1.404,540.0,8269902.0,,52.145,50840.695,5.22652,,,8269902.0,,4.478,652.0,1735.6696,21.9,0.961,0.893
Austria,2007,9.12,9.005,8296949.0,40305.273,11.829183,,,,0.114,1.381,540.0,8296949.0,,52.99,52565.074,5.1469,,,8296949.0,,4.563,652.0,1724.7792,21.6,0.958,0.896
Austria,2008,9.263,9.069,8323250.0,40964.793,11.175624,,,,0.121,1.411,540.0,8323250.0,,53.507,53166.055,5.26396,,,8323250.0,,4.628,652.0,1717.1951,20.9,0.957,0.899
Austria,2009,9.104,9.298,8345072.0,39463.656,11.382416,,,,0.112,1.393,540.0,8345072.0,,54.189,51030.727,5.73025,,,8345072.0,,4.723,652.0,1673.0751,19.4,0.96,0.898
Austria,2010,9.362,9.256,8365087.0,40288.348,11.361218,56.063534,,1274901.0,0.11,1.44,540.0,8365087.0,,54.285,51843.43,5.70048,,,8365087.0,,4.829,652.0,1665.8439,19.2,0.97,0.903
Austria,2011,9.261,9.141,8393272.0,41446.0,11.358981,,,,0.103,1.43,540.0,8393272.0,,54.617,53179.15,5.59227,,,8393272.0,,4.876,652.0,1671.6877,18.6,0.971,0.907
Austria,2012,9.302,9.45,8431598.0,41540.94,10.881934,,,,0.097,1.44,540.0,8431598.0,,55.114,53297.445,5.4804,,,8431598.0,,4.928,652.0,1647.8529,18.2,0.97,0.909
Austria,2013,9.286,9.39,8481411.0,41301.94,10.681653,,,,0.086,1.436,540.0,8481411.0,,55.379,52997.754,5.54711,,,8481411.0,,5.019,652.0,1632.0676,18.1,0.965,0.907
Austria,2014,9.476,9.173,8547812.0,41250.508,11.207537,,,,0.082,1.464,540.0,8547812.0,,55.422,52932.9,5.44762,,,8547812.0,,5.077,652.0,1621.5658,17.7,0.966,0.911
Austria,2015,9.669,9.635,8644037.0,41255.715,10.238049,57.486034,,1483123.0,0.084,1.492,540.0,8644037.0,,55.466,52873.86,5.45658,,,8644037.0,,5.125,652.0,1598.8944,17.0,0.964,0.91
Austria,2016,9.975,9.254,8737920.0,41545.5,9.7465,,,,0.082,1.531,540.0,8737920.0,,56.016,53345.742,5.47962,,,8737920.0,,5.13,652.0,1609.3523,,0.968,0.913
Austria,2017,9.927,9.476,8798780.0,42216.918,9.675121,,,,0.072,1.521,540.0,8798780.0,,56.016,54172.99,5.37159,,,8798780.0,,5.183,652.0,1613.0519,,0.966,0.914
Austria,2018,9.66,9.545,8841652.0,43032.215,9.439574,,,,0.061,1.479,540.0,8841652.0,,56.059,55217.285,5.22655,,,8841652.0,,5.241,652.0,,,0.966,0.917
Austria,2019,9.542,9.423,8880875.0,43488.668,8.614792,,,,0.053,1.464,540.0,8880875.0,,56.15,55769.684,5.21779,,,8880875.0,,5.318,652.0,,,0.969,0.92
Austria,2020,9.356,9.432,8921402.0,40503.04,8.044445,58.759792,58.759792,1738183.0,0.052,1.439,395.0,8921402.0,,55.902,51854.75,5.57127,274.0,308.0,8921402.0,,5.352,477.0,,,0.974,0.916
Austria,2021,9.518,9.493,8967053.0,42184.695,8.218417,,,,0.052,1.469,395.0,8967053.0,,56.099,53817.305,5.49411,,,8967053.0,,5.459,477.0,,,0.977,0.92
Austria,2022,9.056,10.656,9064679.0,43792.855,,,,,0.048,1.41,395.0,9064679.0,,56.555,55867.184,4.7744713,,,9064679.0,,,477.0,,,0.972,0.926
Austria,2023,8.439,10.21,9130434.0,,,,,,,1.317,395.0,9130434.0,,,,,,,9130434.0,Europe,,477.0,,,,
Belgium,1990,12.43,10.467,9960969.0,27412.0,15.710905,75.10856,,1280583.0,0.18,1.625,3.0,9960969.0,,,35506.926,,,,9960969.0,,3.268,98.0,1663.517,,0.954,0.814
Belgium,1991,12.54,10.43,9998961.0,27848.305,14.923137,,,,0.179,1.656,3.0,9998961.0,,37.97,36023.684,,,,9998961.0,,3.331,105.0,1626.5049,,0.957,0.818
Belgium,1992,12.381,10.393,10045987.0,28199.574,15.4851265,,,,0.175,1.648,3.0,10045987.0,,38.875,36426.992,,,,10045987.0,,3.401,105.0,1603.4989,,0.961,0.835
Belgium,1993,11.949,10.617,10084932.0,27857.25,17.867111,,,,0.168,1.606,3.0,10084932.0,,39.559,35935.957,5.37231,,,10084932.0,,3.459,105.0,1559.4839,,0.965,0.849
Belgium,1994,11.512,10.272,10116005.0,28706.5,17.698536,,,,0.162,1.563,3.0,10116005.0,,40.169,36981.45,5.41104,,,10116005.0,,3.524,105.0,1559.4839,,0.965,0.857
Belgium,1995,11.4,10.374,10137264.0,29370.088,17.927969,75.87956,,1288003.0,0.159,1.564,3.0,10137264.0,,40.541,37784.15,2.98866,,,10137264.0,,3.558,105.0,1585.4919,,0.967,0.864
Belgium,1996,11.436,10.316,10156973.0,29820.299,16.79021,,,,0.16,1.591,3.0,10156973.0,,40.561,38208.72,3.04948,,,10156973.0,,3.62,105.0,1559.4839,,0.969,0.87
Belgium,1997,11.372,10.227,10181465.0,30894.283,17.865381,,,,0.158,1.603,3.0,10181465.0,,41.005,39562.37,,,,10181465.0,,3.688,105.0,1572.4879,,0.97,0.874
Belgium,1998,11.158,10.276,10203186.0,31480.744,16.636307,,,,0.157,1.594,93.0,10203186.0,,41.662,40252.47,,,,10203186.0,,3.74,195.0,1583.491,,0.971,0.876
Belgium,1999,11.125,10.28,10226681.0,32571.674,15.333691,,,,0.129,1.614,93.0,10226681.0,,43.167,41583.098,,,,10226681.0,,2.801,195.0,1582.491,15.2,0.975,0.879
Belgium,2000,11.303,10.266,10251719.0,33719.77,17.631458,76.27031,,1268368.0,0.134,1.663,93.0,10251719.0,,43.643,43024.14,5.532733,,,10251719.0,,2.825,195.0,1594.8505,13.6,0.975,0.884
Belgium,2001,11.157,10.082,10287004.0,33923.344,17.608404,,,,0.137,1.666,93.0,10287004.0,,41.864,43347.89,5.676055,,,10287004.0,,2.842,195.0,1588.3749,13.2,0.968,0.889
Belgium,2002,10.885,10.252,10332978.0,34419.695,16.73276,,,,0.131,1.645,93.0,10332978.0,,42.571,43890.598,5.789684,,,10332978.0,,2.852,195.0,1582.7155,11.6,0.967,0.891
Belgium,2003,10.918,10.324,10376260.0,34588.477,17.027647,,,,0.109,1.665,104.0,10376260.0,,42.951,44160.91,5.891302,,,10376260.0,,2.85,195.0,1577.7917,15.2,0.965,0.893
Belgium,2004,11.173,9.801,10421298.0,35740.35,15.953855,,,,0.105,1.719,104.0,10421298.0,,44.25,45540.47,5.629338,,,10421298.0,,2.859,195.0,1572.9613,11.8,0.967,0.899
Belgium,2005,11.308,9.86,10478883.0,36338.383,15.808666,76.60287,,1248733.0,0.103,1.754,104.0,10478883.0,,45.691,46342.188,5.79586,,,10478883.0,,2.86,195.0,1565.4303,11.5,0.966,0.901
Belgium,2006,11.507,9.632,10548446.0,37051.902,15.211334,,,,0.102,1.794,104.0,10548446.0,,45.815,47212.58,5.626586,,,10548446.0,,2.876,195.0,1572.2457,10.3,0.966,0.904
Belgium,2007,11.578,9.618,10625490.0,38082.875,14.2477045,,,,0.101,1.813,104.0,10625490.0,,46.534,48590.402,5.518234,,,10625490.0,,2.897,195.0,1576.6563,9.9,0.963,0.907
Belgium,2008,11.759,9.777,10709710.0,38117.348,15.416194,,,,0.1,1.846,104.0,10709710.0,,46.912,48423.516,6.33294,,,10709710.0,,2.916,195.0,1569.9797,8.9,0.964,0.909
Belgium,2009,11.667,9.67,10812936.0,36998.65,15.344781,,,,0.096,1.835,104.0,10812936.0,,46.947,47064.79,6.4581,,,10812936.0,,2.924,195.0,1548.1161,7.5,0.964,0.91
Belgium,2010,11.762,9.624,10936620.0,37739.33,15.251662,77.220894,,1503806.0,0.092,1.849,104.0,10936620.0,,47.713,47972.56,6.44259,,,10936620.0,,2.925,195.0,1545.848,7.0,0.967,0.913
Belgium,2011,11.52,9.442,11038627.0,38130.0,15.4078045,,,,0.09,1.805,104.0,11038627.0,,47.034,48154.87,6.43199,,,11038627.0,,2.938,195.0,1559.6238,5.8,0.966,0.914
Belgium,2012,11.385,9.821,11107524.0,38173.234,14.811686,,,,0.085,1.784,104.0,11107524.0,,47.1,48210.926,6.255765,,,11107524.0,,2.954,195.0,1559.9052,6.4,0.967,0.915
Belgium,2013,11.159,9.808,11160277.0,38169.832,13.689557,,,,0.075,1.748,134.0,11160277.0,,47.766,48204.586,6.63053,,,11160277.0,,2.972,225.0,1558.0079,5.9,0.966,0.917
Belgium,2014,11.049,9.348,11210111.0,38599.426,13.530587,,,,0.068,1.733,134.0,11210111.0,,48.077,48748.62,6.59047,,,11210111.0,,2.984,225.0,1555.2025,3.3,0.968,0.922
Belgium,2015,10.747,9.829,11275332.0,39160.324,13.321423,77.95117,,1783488.0,0.063,1.69,134.0,11275332.0,,48.004,49456.4,6.45157,,,11275332.0,,3.025,225.0,1544.61,,0.968,0.924
Belgium,2016,10.668,9.542,11332704.0,39456.863,13.396502,,,,0.06,1.675,134.0,11332704.0,,47.77,49829.926,6.46173,,,11332704.0,,3.078,225.0,1545.8151,,0.97,0.927
Belgium,2017,10.435,9.649,11376583.0,39940.824,12.308604,,,,0.057,1.641,134.0,11376583.0,,48.737,50442.27,6.42534,,,11376583.0,,3.08,225.0,1544.269,,0.969,0.931
Belgium,2018,10.264,9.694,11428609.0,40471.914,12.45121,,,,0.053,1.616,134.0,11428609.0,,49.533,51113.48,6.38107,,,11428609.0,,3.124,225.0,,,0.97,0.933
Belgium,2019,10.217,9.484,11490622.0,41155.527,12.053349,,,,0.048,1.609,134.0,11490622.0,,49.841,51977.17,6.33397,,,11490622.0,,3.157,225.0,,,0.971,0.936
Belgium,2020,10.014,11.027,11540103.0,38763.44,11.945962,78.614365,78.614365,2005479.0,0.048,1.575,134.0,11540103.0,,49.336,49030.992,6.80186,317.0,365.0,11540103.0,,3.208,225.0,,,0.974,0.93
Belgium,2021,10.169,9.706,11570842.0,40970.805,,,,,0.048,1.599,141.0,11570842.0,,50.042,52174.906,6.35552,,,11570842.0,,6.257,225.0,,,0.977,0.938
Belgium,2022,9.775,10.293,11641813.0,41872.395,,,,,0.044,1.547,141.0,11641813.0,,50.829,53287.152,,,,11641813.0,,,225.0,,,0.975,0.942
Belgium,2023,8.682,9.715,11712894.0,,,,,,,1.379,148.0,11712894.0,,,,,,,11712894.0,Europe,,225.0,,,,
Canada,1990,14.501,6.943,27789436.0,30082.0,11.860437,71.28513,,4333318.0,0.193,1.696,0.0,27789436.0,,,34544.625,5.96922,,,27789436.0,,2.1,105.0,1797.0,,0.983,0.861
Canada,1991,14.433,6.994,28157153.0,29151.697,12.323328,,,,0.189,1.723,70.0,28157153.0,,58.42,33404.55,6.85952,,,28157153.0,,2.1,175.0,1775.0,,0.984,0.865
Canada,1992,14.097,6.947,28500065.0,29141.191,12.219482,,,,0.188,1.719,70.0,28500065.0,,57.834,33305.434,6.74663,,,28500065.0,,2.1,175.0,1772.0,,0.984,0.869
Canada,1993,13.616,7.169,28830635.0,29657.574,12.204097,,,,0.185,1.693,70.0,28830635.0,,57.66,33816.92,7.67835,,,28830635.0,,2.2,175.0,1769.0,,0.98,0.867
Canada,1994,13.328,7.175,29147382.0,30745.822,11.944866,,,,0.185,1.693,70.0,29147382.0,,57.518,34951.754,6.6583,,,29147382.0,,2.1,175.0,1778.0,,0.98,0.873
Canada,1995,12.916,7.231,29459136.0,31330.72,12.462758,72.251366,,4864778.0,0.182,1.674,70.0,29459136.0,,57.475,35519.82,6.30477,,,29459136.0,,2.1,175.0,1775.0,,0.981,0.877
Canada,1996,12.351,7.234,29767210.0,31594.242,12.251368,,,,0.176,1.63,70.0,29767210.0,,57.462,35744.137,,,,29767210.0,,2.1,175.0,1790.0,,0.981,0.88
Canada,1997,11.664,7.265,30059087.0,32709.691,11.301617,,,,0.169,1.569,70.0,30059087.0,,57.787,36905.457,,,,30059087.0,,2.1,175.0,1785.3007,24.7,0.975,0.88
Canada,1998,11.322,7.283,30329968.0,33785.746,11.271256,,,,0.163,1.553,70.0,30329968.0,,58.388,38025.254,5.49377,,,30329968.0,,1.8611,175.0,1782.1237,24.9,0.975,0.88
Canada,1999,11.05,7.266,30599458.0,35345.723,12.131072,,,,0.157,1.541,70.0,30599458.0,,58.914,39656.477,5.5308,,,30599458.0,,2.1,175.0,1782.0236,24.0,0.979,0.884
Canada,2000,10.674,7.15,30891800.0,36942.562,10.6964855,73.09368,,5511914.0,0.15,1.51,70.0,30891800.0,,59.4,41307.75,5.42332,,,30891800.0,,,175.0,1778.6147,23.9,0.978,0.89
Canada,2001,10.685,7.133,31213577.0,37307.207,10.767625,,,,0.145,1.531,245.0,31213577.0,,59.756,41627.625,4.95303,,,31213577.0,,1.8871,350.0,1771.0833,24.3,0.978,0.893
Canada,2002,10.459,7.193,31535580.0,38123.99,10.461192,,,,0.142,1.513,245.0,31535580.0,,60.911,42412.414,4.99308,,,31535580.0,,1.8969,350.0,1753.5767,24.0,0.978,0.895
Canada,2003,10.516,7.214,31836484.0,38559.977,10.612922,,,,0.14,1.535,245.0,31836484.0,,61.894,42791.094,,,,31836484.0,,,350.0,1746.0255,22.5,0.979,0.897
Canada,2004,10.493,7.163,32132680.0,39491.57,10.10099,,,,0.134,1.545,245.0,32132680.0,,61.991,43704.668,,,,32132680.0,,1.8971,350.0,1759.0833,22.7,0.98,0.901
Canada,2005,10.568,7.212,32440173.0,40485.02,10.249467,74.077354,,6078985.0,0.136,1.566,245.0,32440173.0,,61.659,44683.766,4.76588,,,32440173.0,,,350.0,1746.6008,21.3,0.98,0.903
Canada,2006,10.825,7.088,32759174.0,41247.15,9.387145,,,,0.135,1.612,245.0,32759174.0,,61.883,45401.465,,,,32759174.0,,1.9086,350.0,1744.8906,21.1,0.98,0.907
Canada,2007,11.098,7.243,33092172.0,41806.863,9.624348,,,,0.134,1.656,245.0,33092172.0,,62.505,45884.383,4.76641,,,33092172.0,,,350.0,1741.265,20.8,0.98,0.907
Canada,2008,11.28,7.263,33449089.0,41896.426,9.686754,,,,0.148,1.684,245.0,33449089.0,,62.551,45841.996,4.62612,,,33449089.0,,1.959,350.0,1734.8149,20.5,0.98,0.909
Canada,2009,11.241,7.172,33826369.0,40312.62,10.039482,,,,0.147,1.675,245.0,33826369.0,,62.426,44000.402,4.84058,,,33826369.0,,,350.0,1701.0571,20.1,0.981,0.91
Canada,2010,11.049,7.143,34196901.0,41209.426,10.0499735,74.94784,,6761226.0,0.139,1.642,245.0,34196901.0,,62.407,44858.82,5.35637,,,34196901.0,,2.0384,350.0,1703.0271,19.0,0.981,0.911
Canada,2011,10.967,7.173,34555450.0,42197.0,9.441102,,,,0.128,1.627,245.0,34555450.0,,62.161,45815.53,5.26205,,,34555450.0,,,350.0,1699.6071,19.2,0.981,0.914
Canada,2012,10.968,7.182,34922512.0,42476.344,9.815113,,,,0.125,1.627,245.0,34922512.0,,62.121,46116.426,4.6925874,,,34922512.0,,2.3962,350.0,1712.5425,19.5,0.982,0.921
Canada,2013,10.843,7.271,35293420.0,43008.83,9.824128,,,,0.118,1.612,245.0,35293420.0,,62.171,46693.04,4.58901,,,35293420.0,,2.4509,350.0,1707.413,19.3,0.983,0.923
Canada,2014,10.835,7.387,35634265.0,43800.64,10.301101,,,,0.113,1.614,245.0,35634265.0,,61.547,47554.258,4.84359,,,35634265.0,,2.4961,350.0,1703.6506,19.2,0.984,0.925
Canada,2015,10.694,7.473,35962236.0,43761.527,10.584164,75.68946,,7428657.0,0.107,1.601,245.0,35962236.0,,61.213,47507.453,4.73938,,,35962236.0,,2.5388,350.0,1707.073,18.6,0.985,0.927
Canada,2016,10.551,7.454,36353345.0,43702.08,9.575499,,,,0.101,1.59,245.0,36353345.0,,61.274,47460.37,4.81642,,,36353345.0,,2.3105,350.0,1702.9673,,0.985,0.928
Canada,2017,10.266,7.67,36808500.0,44493.652,10.000669,,,,0.096,1.548,245.0,36808500.0,,61.476,48317.176,4.95997,,,36808500.0,,2.6102,350.0,1696.4624,,0.986,0.929
Canada,2018,10.035,7.769,37294997.0,45087.887,10.927948,,,,0.079,1.51,245.0,37294997.0,,61.292,48946.246,4.88898,,,37294997.0,,2.428,350.0,,,0.986,0.93
Canada,2019,9.855,7.647,37782931.0,45284.215,10.829379,,,,0.075,1.476,245.0,37782931.0,,61.437,49169.12,4.77293,,,37782931.0,,2.435,350.0,,,0.987,0.932
Canada,2020,9.49,8.173,38171901.0,42493.63,9.755029,76.261055,76.261055,8049323.0,0.075,1.413,245.0,38171901.0,,59.509,46193.176,4.88795,260.0,298.0,38171901.0,,2.433,350.0,,,0.988,0.928
Canada,2021,9.616,8.092,38454058.0,44379.594,8.917579,,,,0.074,1.43,245.0,38454058.0,,60.622,48356.332,4.7486,,,38454058.0,,2.464,350.0,,,0.989,0.934
